,time,open,high,low,close,volume
249,2020-05-17,5.16,5.49,5.16,5.27,2887920
250,2020-05-24,5.25,5.6,5.22,5.31,2174620
251,2020-05-31,5.33,5.52,5.25,5.33,1794610
252,2020-06-07,5.35,6.22,5.17,6.1,3460720
253,2020-06-14,6.12,6.52,5.4,5.77,3304090
254,2020-06-21,5.81,6.83,5.37,6.83,3667190
255,2020-06-28,7.31,8.18,6.82,7.55,3438310
256,2020-07-05,7.11,8.65,7.02,8.28,3130560
257,2020-07-12,8.22,9.13,7.84,8.96,3102840
258,2020-07-19,8.93,8.93,8.11,8.4,3018380
259,2020-07-26,8.6,8.88,7.98,7.98,3691710
260,2020-08-02,7.42,8.29,7.42,7.84,3288180
261,2020-08-09,7.89,8.82,7.84,8.62,2971830
262,2020-08-16,8.62,8.76,8.42,8.6,2409280
263,2020-08-23,8.6,9.66,8.41,9.29,3023930
264,2020-08-30,9.5,10.32,9.29,9.67,3127220
265,2020-09-06,9.67,10.09,9.2,9.84,2636570
266,2020-09-13,9.84,10.82,9.61,10.64,2576170
267,2020-09-20,10.64,11.13,10.54,10.72,2559120
268,2020-09-27,10.72,11.11,10.42,10.76,2025160
269,2020-10-04,10.76,11.37,10.72,10.9,1971300
270,2020-10-11,10.88,11.25,10.78,11.05,1898330
271,2020-10-18,11.09,11.17,10.4,10.82,1795890
272,2020-10-25,11.03,11.03,10.44,10.68,1296320
273,2020-11-01,10.72,11.05,10.38,10.8,2004220
274,2020-11-08,10.82,12.81,10.78,12.79,3116170
275,2020-11-15,13.05,14.54,13.05,13.65,2439910
276,2020-11-22,13.76,14.34,13.17,14.34,2339160
277,2020-11-29,14.36,16.06,14.36,15.72,2136010
278,2020-12-06,15.72,15.74,14.91,15.01,1798380
279,2020-12-13,15.01,15.78,15.01,15.6,1778170
280,2020-12-20,15.62,16.24,15.46,15.84,1521450
281,2020-12-27,15.78,16.12,15.01,15.56,1189130
282,2021-01-03,15.88,17.7,15.39,17.34,1406220
283,2021-01-10,17.58,17.58,16.3,16.57,1766200
284,2021-01-17,16.59,17.2,16.37,16.59,1781500
285,2021-01-24,16.59,16.59,13.86,15.86,2061500
286,2021-01-31,15.76,15.98,12.97,14.0,1599300
287,2021-02-07,14.0,16.77,13.86,16.77,2294900
288,2021-02-14,16.99,17.17,16.02,17.17,1181300
289,2021-02-21,17.6,19.64,17.6,18.59,1272500
290,2021-02-28,18.61,19.62,18.37,19.14,1427300
291,2021-03-07,19.38,22.5,19.38,22.5,1803900
292,2021-03-14,22.86,24.03,22.05,23.55,1796300
293,2021-03-21,24.28,26.6,23.87,24.48,1835900
294,2021-03-28,24.48,25.65,22.25,23.26,2051100
295,2021-04-04,23.06,24.76,23.06,24.48,1270100
296,2021-04-11,24.68,25.89,23.99,24.48,1180600
297,2021-04-18,24.44,24.44,22.98,23.37,1334300
298,2021-04-25,23.37,24.64,22.64,23.06,1524400
299,2021-05-02,23.06,23.47,21.44,22.56,990300
300,2021-05-09,22.25,24.68,21.77,24.07,1547500
301,2021-05-16,24.07,26.5,23.47,26.5,2245700
302,2021-05-23,26.46,28.32,25.95,27.03,1348400
303,2021-05-30,27.03,28.52,25.59,25.69,1892000
304,2021-06-06,25.69,26.06,23.77,24.09,1571500
305,2021-06-13,24.09,25.29,22.64,25.29,1747000
306,2021-06-20,25.29,26.1,24.44,26.08,1150200
307,2021-06-27,26.08,26.1,24.26,25.39,1128400
308,2021-07-04,25.49,26.86,24.76,26.68,1422500
309,2021-07-11,26.82,30.14,24.92,29.31,2614200
310,2021-07-18,28.54,29.33,25.45,26.34,1932600
311,2021-07-25,25.29,28.99,24.94,27.92,1926500
312,2021-08-01,27.92,30.34,27.71,30.1,1810700
313,2021-08-08,30.06,32.97,29.33,31.36,2177200
314,2021-08-15,31.38,33.99,31.15,32.31,1886200
315,2021-08-22,32.57,34.59,32.37,33.9,1585700
316,2021-08-29,34.39,36.55,33.91,34.72,2745300
317,2021-09-05,34.72,35.82,34.23,34.72,1629200
318,2021-09-12,34.6,41.52,34.6,41.52,3001900
319,2021-09-19,42.33,50.76,41.64,46.81,4820200
320,2021-09-26,46.81,49.05,45.99,47.3,2270900
321,2021-10-03,47.3,50.47,43.8,48.8,2843000
322,2021-10-10,48.76,49.45,47.17,47.17,1862400
323,2021-10-17,47.22,48.44,45.71,46.52,3987600
324,2021-10-24,46.93,46.93,44.77,45.42,2987500
325,2021-10-31,44.77,48.27,44.04,46.2,3829800
