,time,open,high,low,close,volume
168,2014-04-06,2.66,2.68,2.45,2.68,331330
169,2014-04-13,2.68,2.7,2.6,2.68,183910
170,2014-04-20,2.68,2.68,2.43,2.47,206180
171,2014-04-27,2.41,2.45,2.1,2.14,171660
172,2014-05-04,2.14,2.16,2.14,2.16,20520
173,2014-05-11,2.16,2.16,1.76,1.81,119670
174,2014-05-18,1.79,1.79,1.52,1.68,352300
175,2014-05-25,1.7,1.89,1.62,1.78,110830
176,2014-06-01,1.74,1.99,1.74,1.83,191440
177,2014-06-08,1.83,1.85,1.76,1.85,49050
178,2014-06-15,1.83,1.91,1.76,1.83,81990
179,2014-06-22,1.81,1.81,1.74,1.79,139990
180,2014-06-29,1.78,1.83,1.76,1.76,167990
181,2014-07-06,1.76,1.95,1.76,1.95,369570
182,2014-07-13,2.05,2.08,1.91,1.93,513140
183,2014-07-20,1.93,1.99,1.85,1.87,181100
184,2014-07-27,1.89,2.08,1.85,1.95,521750
185,2014-08-03,1.93,1.93,1.83,1.87,171140
186,2014-08-10,1.89,1.99,1.85,1.99,283130
187,2014-08-17,1.99,2.24,1.99,2.1,1244180
188,2014-08-24,2.05,2.18,2.05,2.1,381990
189,2014-08-31,2.08,2.2,2.06,2.14,436090
190,2014-09-07,2.16,2.32,2.08,2.3,502830
191,2014-09-14,2.28,2.28,2.03,2.12,552190
192,2014-09-21,2.12,2.12,1.99,1.99,382100
193,2014-09-28,2.01,2.01,1.89,1.95,342260
194,2014-10-05,1.93,2.08,1.93,2.06,388600
195,2014-10-12,2.06,2.22,2.03,2.14,779160
196,2014-10-19,2.12,2.18,2.05,2.08,690630
197,2014-10-26,2.1,2.51,2.08,2.37,1188410
198,2014-11-02,2.35,2.39,2.22,2.37,627930
199,2014-11-09,2.37,2.82,2.37,2.72,3127690
200,2014-11-16,2.76,2.89,2.6,2.68,1763530
201,2014-11-23,2.7,2.82,2.51,2.74,1731030
202,2014-11-30,2.66,2.74,2.57,2.62,822580
203,2014-12-07,2.62,2.89,2.62,2.8,1361090
204,2014-12-14,2.84,2.84,2.66,2.7,1131250
205,2014-12-21,2.7,2.72,2.43,2.43,600270
206,2014-12-28,2.49,2.59,2.47,2.51,316560
207,2015-01-04,2.49,2.59,2.43,2.59,182040
208,2015-01-11,2.6,2.84,2.57,2.8,770560
209,2015-01-18,2.89,3.03,2.76,2.99,1610070
210,2015-01-25,2.97,3.13,2.95,3.09,1538220
211,2015-02-01,3.09,3.09,2.84,2.91,747150
212,2015-02-08,2.91,2.93,2.7,2.82,565190
213,2015-02-15,2.86,3.01,2.76,3.01,313730
214,2015-02-22,,,,,0
215,2015-03-01,3.05,3.05,2.89,2.89,212670
216,2015-03-08,2.91,3.09,2.89,3.03,484510
217,2015-03-15,3.03,3.03,2.91,2.95,186890
218,2015-03-22,2.95,2.95,2.82,2.86,161060
219,2015-03-29,2.89,2.93,2.82,2.84,164340
220,2015-04-05,2.82,2.88,2.66,2.82,126440
221,2015-04-12,2.82,2.89,2.76,2.78,239260
222,2015-04-19,2.8,2.8,2.66,2.74,118660
223,2015-04-26,2.74,2.82,2.68,2.68,251580
224,2015-05-03,2.6,2.66,2.59,2.64,9030
225,2015-05-10,2.57,2.7,2.43,2.6,259510
226,2015-05-17,2.6,2.62,2.26,2.26,237190
227,2015-05-24,2.26,2.51,2.2,2.41,224990
228,2015-05-31,2.41,2.59,2.33,2.51,151010
229,2015-06-07,2.47,2.7,2.39,2.6,216170
230,2015-06-14,2.6,2.76,2.51,2.72,538570
231,2015-06-21,2.72,2.8,2.64,2.68,322080
232,2015-06-28,2.68,2.91,2.66,2.89,424700
233,2015-07-05,2.86,3.06,2.84,2.92,482290
234,2015-07-12,2.92,3.04,2.92,3.02,340480
235,2015-07-19,3.02,3.11,2.98,3.0,127030
236,2015-07-26,2.98,3.21,2.94,3.21,375130
237,2015-08-02,3.21,3.23,2.94,3.08,138510
238,2015-08-09,3.02,3.02,2.86,2.98,124820
239,2015-08-16,2.96,3.02,2.79,2.86,124670
240,2015-08-23,2.86,2.92,2.61,2.65,66670
241,2015-08-30,2.5,2.65,2.35,2.65,160790
242,2015-09-06,2.52,2.61,2.48,2.52,195200
243,2015-09-13,2.5,2.81,2.48,2.81,249770
244,2015-09-20,2.75,2.77,2.61,2.73,127580
245,2015-09-27,2.73,2.92,2.73,2.88,100740
246,2015-10-04,2.81,2.88,2.73,2.81,23480
247,2015-10-11,2.79,3.13,2.73,3.04,797210
248,2015-10-18,3.06,3.4,3.06,3.25,1477340
249,2015-10-25,3.25,3.29,3.02,3.08,958160
250,2015-11-01,3.13,3.48,3.13,3.33,1024370
251,2015-11-08,3.29,3.33,3.06,3.13,615820
252,2015-11-15,3.13,3.13,2.92,3.0,355840
253,2015-11-22,3.0,3.02,2.77,2.81,481880
254,2015-11-29,2.83,2.92,2.75,2.79,264400
255,2015-12-06,2.79,2.98,2.75,2.81,233470
256,2015-12-13,2.81,2.88,2.71,2.79,60310
257,2015-12-20,2.79,2.81,2.61,2.71,208700
258,2015-12-27,2.69,2.9,2.58,2.65,150390
259,2016-01-03,2.65,2.67,2.54,2.63,84850
260,2016-01-10,2.65,2.69,2.42,2.5,148000
261,2016-01-17,2.58,2.61,2.44,2.5,209790
262,2016-01-24,2.48,2.67,2.44,2.58,258680
263,2016-01-31,2.58,2.83,2.58,2.8,257130
264,2016-02-07,2.78,2.9,2.61,2.78,64920
265,2016-02-14,,,,,0
266,2016-02-21,2.76,2.9,2.73,2.83,134060
267,2016-02-28,2.78,2.83,2.61,2.76,154110
268,2016-03-06,2.73,2.8,2.66,2.71,56600
269,2016-03-13,2.71,3.06,2.66,3.04,376840
270,2016-03-20,3.11,3.16,2.95,2.99,172840
271,2016-03-27,3.02,3.16,2.9,3.09,190220
272,2016-04-03,3.09,3.16,2.85,3.04,137400
273,2016-04-10,2.87,3.37,2.85,3.37,1124630
274,2016-04-17,3.59,3.71,3.44,3.61,2107380
275,2016-04-24,3.49,4.04,3.4,3.94,1224260
276,2016-05-01,3.94,4.16,3.8,4.16,1396480
277,2016-05-08,4.32,4.49,4.04,4.04,1051310
278,2016-05-15,3.97,4.21,3.85,3.92,1170180
279,2016-05-22,3.92,4.02,3.78,3.87,699310
280,2016-05-29,3.92,4.16,3.9,4.02,739620
281,2016-06-05,4.04,4.47,4.04,4.37,1071900
282,2016-06-12,4.37,4.89,4.13,4.78,2532090
283,2016-06-19,4.78,5.11,4.75,4.89,3163200
284,2016-06-26,5.11,5.39,4.87,5.23,1736030
285,2016-07-03,5.3,6.11,5.25,5.94,2319560
286,2016-07-10,6.11,6.87,6.03,6.6,3376880
287,2016-07-17,6.7,6.72,5.82,5.82,2441820
288,2016-07-24,6.01,6.7,5.92,6.53,3964580
289,2016-07-31,6.79,6.79,6.22,6.27,2057960
290,2016-08-07,6.27,6.39,5.77,6.37,1957680
291,2016-08-14,6.51,7.29,6.37,7.17,3560480
292,2016-08-21,7.13,7.94,7.13,7.53,4243950
293,2016-08-28,7.41,9.03,7.41,8.84,3652370
294,2016-09-04,8.77,9.86,8.7,9.86,2666000
295,2016-09-11,10.12,10.43,8.79,9.55,4379410
296,2016-09-18,9.31,9.5,8.32,8.65,2639420
297,2016-09-25,8.79,9.5,8.79,9.34,2095640
298,2016-10-02,9.34,10.33,9.19,9.86,2927580
299,2016-10-09,9.74,9.91,8.79,9.22,3037010
300,2016-10-16,9.22,9.27,8.54,8.84,1271500
301,2016-10-23,8.9,9.08,8.53,9.08,1356570
302,2016-10-30,9.24,9.38,8.6,8.86,1370310
303,2016-11-06,8.93,8.93,8.29,8.55,932350
304,2016-11-13,8.62,9.31,8.13,9.27,3219480
305,2016-11-20,9.27,9.6,8.8,9.0,2340460
306,2016-11-27,9.0,9.24,8.43,9.05,1034610
307,2016-12-04,9.05,9.05,8.65,8.73,1058740
308,2016-12-11,8.7,8.79,8.36,8.4,707130
309,2016-12-18,8.32,8.72,7.82,8.43,879860
310,2016-12-25,8.33,8.6,8.27,8.34,743320
311,2017-01-01,8.32,8.43,8.13,8.32,510770
312,2017-01-08,8.27,8.89,8.27,8.62,683490
313,2017-01-15,8.62,9.03,8.62,8.8,1140400
314,2017-01-22,8.79,8.91,8.32,8.37,632780
315,2017-01-29,8.39,8.51,8.27,8.39,533840
316,2017-02-05,8.54,8.54,8.32,8.36,298670
317,2017-02-12,8.47,9.15,8.39,8.99,1867190
318,2017-02-19,8.98,9.22,8.52,8.84,2332880
319,2017-02-26,8.55,9.0,8.55,8.71,1615540
320,2017-03-05,8.71,9.03,8.56,8.62,754180
321,2017-03-12,8.74,8.9,8.6,8.84,993660
322,2017-03-19,8.84,8.86,8.37,8.52,845530
323,2017-03-26,8.54,8.78,8.46,8.58,681150
324,2017-04-02,8.58,9.81,8.52,9.62,2387970
325,2017-04-09,9.74,10.26,9.65,10.22,2836160
326,2017-04-16,10.33,10.69,9.36,9.76,3788580
327,2017-04-23,9.76,10.14,9.5,10.14,2032400
328,2017-04-30,10.14,10.44,9.98,10.1,1721220
329,2017-05-07,10.14,10.76,10.14,10.55,1289870
330,2017-05-14,10.55,10.74,10.38,10.64,2150030
331,2017-05-21,10.64,10.74,9.91,10.23,2368650
332,2017-05-28,10.01,11.39,10.0,11.3,3448450
333,2017-06-04,11.55,12.22,11.12,11.97,4087380
334,2017-06-11,12.04,12.29,11.8,11.94,2647420
335,2017-06-18,11.88,11.94,11.3,11.44,2135580
336,2017-06-25,11.55,11.87,11.39,11.76,1818210
337,2017-07-02,11.83,11.87,11.47,11.8,1885890
338,2017-07-09,11.94,12.45,11.92,12.28,4595890
339,2017-07-16,12.33,12.65,11.8,12.22,3847750
340,2017-07-23,12.24,12.31,10.87,10.87,3232450
341,2017-07-30,10.69,11.51,10.48,11.51,1961880
342,2017-08-06,11.44,11.44,10.82,10.87,1922110
343,2017-08-13,10.87,11.15,10.62,10.76,782920
344,2017-08-20,10.87,11.47,10.87,11.15,1234330
345,2017-08-27,11.08,11.33,10.87,10.92,717620
346,2017-09-03,10.92,11.87,10.92,11.8,2734810
347,2017-09-10,11.8,11.94,11.62,11.78,1285330
348,2017-09-17,11.6,11.9,11.51,11.83,1212090
349,2017-09-24,11.87,12.65,11.72,12.58,2807700
350,2017-10-01,12.72,12.72,12.33,12.56,1816440
351,2017-10-08,12.56,13.17,12.51,12.67,3927260
352,2017-10-15,12.76,13.08,12.67,12.83,2774310
353,2017-10-22,12.85,12.85,12.29,12.44,2617600
354,2017-10-29,12.33,12.61,12.04,12.47,1351790
355,2017-11-05,12.51,12.54,12.12,12.38,1521340
356,2017-11-12,12.54,13.35,12.44,13.24,5522860
357,2017-11-19,13.33,14.22,13.13,13.89,4613180
358,2017-11-26,13.89,13.89,13.38,13.76,5303950
359,2017-12-03,13.86,14.37,13.75,14.13,4670290
360,2017-12-10,14.13,14.44,13.82,14.04,4469320
361,2017-12-17,13.97,14.04,13.49,13.97,1691440
362,2017-12-24,14.0,14.44,13.73,14.08,3286710
363,2017-12-31,14.08,14.22,13.75,14.19,2688140
364,2018-01-07,14.19,15.65,14.09,15.65,5099500
365,2018-01-14,15.54,16.53,15.36,15.63,5010670
366,2018-01-21,15.54,16.01,14.44,15.54,2775150
367,2018-01-28,15.68,15.98,14.44,14.77,3359010
